year,month,value,metric,excel_row,raw_label,subcontractor
2021,11,0.01052672145311151,unknown_135,135,Actual per Month,Daewoo
2021,12,0.015741420577202847,unknown_135,135,Actual per Month,Daewoo
2022,1,0.028672624510219125,unknown_135,135,Actual per Month,Daewoo
2022,2,0.03351218593159078,unknown_135,135,Actual per Month,Daewoo
2022,3,0.007833459685733124,unknown_135,135,Actual per Month,Daewoo
2022,4,0.011155251611609351,unknown_135,135,Actual per Month,Daewoo
2022,5,0.006543922504396837,unknown_135,135,Actual per Month,Daewoo
2022,6,0.003383468885340357,unknown_135,135,Actual per Month,Daewoo
2022,7,0.0005930392639833526,unknown_135,135,Actual per Month,Daewoo
2022,8,0.0008391265940995707,unknown_135,135,Actual per Month,Daewoo
2022,9,0.0012575557856442376,unknown_135,135,Actual per Month,Daewoo
2022,10,0.0006368165573940043,unknown_135,135,Actual per Month,Daewoo
2022,11,0.00030439893008815666,unknown_135,135,Actual per Month,Daewoo
2022,12,0.0,unknown_135,135,Actual per Month,Daewoo
2023,1,0.0,unknown_135,135,Actual per Month,Daewoo
2023,2,0.0,unknown_135,135,Actual per Month,Daewoo
2023,3,0.0,unknown_135,135,Actual per Month,Daewoo
2023,4,0.0,unknown_135,135,Actual per Month,Daewoo
2023,5,0.0,unknown_135,135,Actual per Month,Daewoo
2023,6,0.0,unknown_135,135,Actual per Month,Daewoo
2023,7,0.0,unknown_135,135,Actual per Month,Daewoo
2023,8,0.0,unknown_135,135,Actual per Month,Daewoo
2023,9,0.0,unknown_135,135,Actual per Month,Daewoo
