id,subcontractor,year,month,overall_progress_pct,plan_progress_pct,subcontractor_id,project_id
85,Meindo,2021,10,0.69,0.755,1,1
86,Meindo,2021,11,0.7193779599522161,0.756,1,1
87,Meindo,2021,12,0.7450035123569074,0.7573728633933975,1,1
88,Meindo,2022,1,0.7926865986014868,0.8446946431049542,1,1
89,Meindo,2022,2,0.8434481462646072,0.9043714279231119,1,1
90,Meindo,2022,3,0.880323599427119,0.9382325770227743,1,1
91,Meindo,2022,4,0.929709017895483,0.9763144523744245,1,1
92,Meindo,2022,5,0.9550238185266561,0.9888143322481762,1,1
93,Meindo,2022,6,0.9701165752123301,0.9920311452507113,1,1
94,Meindo,2022,7,0.9777475390469578,0.9960938262448601,1,1
95,Meindo,2022,8,0.9826570891052392,0.997699655824843,1,1
96,Meindo,2022,9,0.9902591813748587,0.999699002206269,1,1
97,Meindo,2022,10,0.9919188205293635,0.9997074721266157,1,1
98,Meindo,2022,11,0.9929798611410929,0.9997088221940771,1,1
99,Meindo,2022,12,0.9955170029645052,0.9997088221940771,1,1
100,Meindo,2023,1,0.9999094580234119,0.9997703832669157,1,1
101,Meindo,2023,2,0.9999774555679148,0.9998944692694945,1,1
102,Meindo,2023,3,0.9999806109193188,0.9999779831293136,1,1
103,Meindo,2023,4,0.9999950932588132,0.9999995062987836,1,1
104,Meindo,2023,5,0.9999956575491701,0.9999999960182255,1,1
105,Meindo,2023,6,0.9999956575491701,0.9999999960182255,1,1
106,Meindo,2023,7,1.0,0.9999999960182255,1,1
107,Meindo,2023,8,1.0000000000744333,0.9999999960182255,1,1
108,Meindo,2023,9,1.0000000000744333,0.9999999960182255,1,1
109,Penta,2019,4,0.0,0.0,2,1
110,Penta,2019,5,6.442253115131809e-05,0.0004900712094408679,2,1
111,Penta,2019,6,0.004323279455987066,0.017721577641677692,2,1
112,Penta,2019,7,0.01410665788656254,0.0401166886578544,2,1
113,Penta,2019,8,0.029373220895895367,0.07140375612492855,2,1
114,Penta,2019,9,0.04720519374033933,0.09795522640803866,2,1
115,Penta,2019,10,0.06531627495647722,0.1245794314102314,2,1
116,Penta,2019,11,0.10616256323063399,0.1725660235249772,2,1
117,Penta,2019,12,0.15538823181806896,0.1995932580747413,2,1
118,Penta,2020,1,0.20263005031290457,0.22605083015119184,2,1
119,Penta,2020,2,0.2554806823295847,0.25844762478051553,2,1
120,Penta,2020,3,0.3613513584042099,0.3798153038763048,2,1
121,Penta,2020,4,0.3949191210449338,0.41275962299746544,2,1
122,Penta,2020,5,0.4385312728468565,0.4504363053881459,2,1
123,Penta,2020,6,0.4870661317744048,0.47106018088548035,2,1
124,Penta,2020,7,0.5959890294627478,0.5134700332238278,2,1
125,Penta,2020,8,0.7122656883982621,0.691359302707297,2,1
126,Penta,2020,9,0.713077986060778,0.6917597222075448,2,1
127,Penta,2020,10,0.7443757172578795,0.6994539253364523,2,1
128,Penta,2020,11,0.746,0.7172222298687707,2,1
129,Penta,2020,12,0.747,0.7684734446607636,2,1
130,Penta,2021,1,0.748,0.77,2,1
131,Penta,2021,2,0.749,0.775,2,1
132,Penta,2021,3,0.75,0.78,2,1
133,Penta,2021,4,0.7513399739895478,0.785,2,1
134,Penta,2021,5,0.7649845944106941,0.79,2,1
135,Penta,2021,6,0.7724072792878538,0.7976180578383787,2,1
136,Penta,2021,7,0.7767923635325921,0.799,2,1
137,Penta,2021,8,0.7767923635325921,0.8,2,1
138,Penta,2021,9,0.7808750841443465,0.801,2,1
139,Penta,2021,10,0.79,0.8026344180225146,2,1
140,Penta,2021,11,0.8090812710795696,0.8115210974327409,2,1
141,Penta,2021,12,0.8418908944627749,0.8649181913800892,2,1
142,Penta,2022,1,0.8796829428654865,0.9449016990106035,2,1
143,Penta,2022,2,0.9183129201350246,0.9831227220475922,2,1
144,Penta,2022,3,0.943645213673558,0.9984957118583175,2,1
145,Penta,2022,4,0.9699737013271484,0.9998058502814346,2,1
146,Penta,2022,5,0.9819560054359419,0.9999744954591218,2,1
147,Penta,2022,6,0.9911722036365618,0.9999974094554462,2,1
148,Penta,2022,7,0.9958908259683327,0.9999974721601916,2,1
149,Penta,2022,8,0.9977203569746467,0.9999983454384764,2,1
150,Penta,2022,9,0.9992869691813785,0.9999999946280161,2,1
151,Penta,2022,10,0.9997365056121569,0.9999999946280161,2,1
152,Penta,2022,11,0.9999999946280161,0.9999999946280161,2,1
153,Penta,2022,12,0.9999999946280161,0.9999999946280161,2,1
154,Penta,2023,1,0.9999999946280161,0.9999999946280161,2,1
155,Penta,2023,2,0.9999999946280161,0.9999999946280161,2,1
156,Penta,2023,3,0.9999999946280161,0.9999999946280161,2,1
157,Penta,2023,4,0.9999999946280161,0.9999999946280161,2,1
158,Penta,2023,5,0.9999999946280161,0.9999999946280161,2,1
159,Penta,2023,6,0.9999999946280161,0.9999999946280161,2,1
160,Penta,2023,7,0.9999999946280161,0.9999999946280161,2,1
161,Penta,2023,8,0.9999999946280161,0.9999999946280161,2,1
162,Penta,2023,9,0.9999999946280161,0.9999999946280161,2,1
