project_id,project_code,project_name,client,country,contract_type,original_contract_value,start_date,planned_end_date,actual_end_date,status
1,TEP,Tangguh Expansion Project,BP Berau Ltd,Indonesia,EPCI,2432775726,2016-06-01,2023-12-31,,In Progress
